state,poll_type,sample_size,demographic,percentage,clinton,trump,other1,other2,other3
NY,Gender,1466,Male,44%,50%,46%,4%
NY,Gender,1466,Female,56%,66%,31%,3%
NY,Age,1466,18-29,17%,71%,24%,5%
NY,Age,1466,30-44,26%,63%,33%,4%
NY,Age,1466,45-64,39%,53%,43%,4%
NY,Age,1466,65 and older,18%,53%,44%,3%
NY,Age,1466,18-24,9%,72%,26%,2%
NY,Age,1466,25-29,8%,N/A,N/A,N/A
NY,Age,1466,30-39,16%,65%,30%,5%
NY,Age,1466,40-49,18%,58%,40%,2%
NY,Age,1466,50-64,31%,52%,44%,4%
NY,Age,1466,65 and older,18%,53%,44%,3%
NY,Age,1466,18-44,43%,66%,30%,4%
NY,Age,1466,45 and older,57%,53%,44%,3%
NY,Race,1466,White,65%,45%,51%,4%
NY,Race,1466,Black,21%,92%,6%,2%
NY,Race,1466,Latino,9%,74%,23%,3%
NY,Race,1466,Asian,2%,N/A,N/A,N/A
NY,Race,1466,Other race,3%,N/A,N/A,N/A
NY,Race,1466,White,65%,45%,51%,4%
NY,Race,1466,Non-white,35%,85%,13%,2%
NY,Race and gender,1466,White men,30%,36%,59%,5%
NY,Race and gender,1466,White women,35%,52%,44%,4%
NY,Race and gender,1466,Black men,8%,94%,5%,1%
NY,Race and gender,1466,Black women,13%,91%,7%,2%
NY,Race and gender,1466,Latino men,4%,N/A,N/A,N/A
NY,Race and gender,1466,Latino women,5%,N/A,N/A,N/A
NY,Race and gender,1466,Others,5%,N/A,N/A,N/A
NY,Education,1466,High school or less,16%,50%,47%,3%
NY,Education,1466,Some college,29%,54%,42%,4%
NY,Education,1466,College graduate,33%,62%,35%,3%
NY,Education,1466,Postgraduate,22%,66%,30%,4%
NY,Are you a college graduate?,1466,Yes,55%,64%,33%,3%
NY,Are you a college graduate?,1466,No,45%,53%,44%,3%
NY,Education and race,1466,White college graduates,37%,53%,43%,4%
NY,Education and race,1466,Whites no degree,28%,33%,62%,5%
NY,Education and race,1466,Non-whites college grads,18%,86%,12%,2%
NY,Education and race,1466,Non-whites no degree,17%,84%,14%,2%
NY,Education among whites by sex,1466,White college-grad women,21%,58%,38%,4%
NY,Education among whites by sex,1466,White non-college women,14%,42%,54%,4%
NY,Education among whites by sex,1466,White college-grad men,16%,47%,49%,4%
NY,Education among whites by sex,1466,White non-college men,14%,25%,71%,4%
NY,Education among whites by sex,1466,Non-whites,35%,85%,13%,2%
NY,Income,1466,"Under $30,000",14%,N/A,N/A,N/A
NY,Income,1466,"$30K-$49,999",21%,69%,28%,3%
NY,Income,1466,"$50K-$99,999",34%,61%,37%,2%
NY,Income,1466,"$100K-$199,999",23%,60%,36%,4%
NY,Income,1466,"$200K-$249,999",4%,N/A,N/A,N/A
NY,Income,1466,"$250,000 or more",5%,N/A,N/A,N/A
NY,Income,1466,Under $50K,35%,68%,30%,2%
NY,Income,1466,$50K or more,65%,58%,38%,4%
NY,Income,1466,Under $100K,69%,65%,33%,2%
NY,Income,1466,$100K or more,31%,55%,38%,7%
NY,Income,1466,Under $50K,35%,68%,30%,2%
NY,Income,1466,$50K-$100K,34%,61%,37%,2%
NY,Income,1466,$100K or more,31%,55%,38%,7%
NY,Party ID,1466,Democrats,48%,92%,7%,1%
NY,Party ID,1466,Republicans,26%,9%,89%,2%
NY,Party ID,1466,Independents,26%,49%,42%,9%
NY,Party by gender,1466,Democratic men,18%,91%,8%,1%
NY,Party by gender,1466,Democratic women,30%,93%,7%,N/A
NY,Party by gender,1466,Republican men,14%,6%,92%,2%
NY,Party by gender,1466,Republican women,12%,11%,86%,3%
NY,Party by gender,1466,Independent men,12%,41%,51%,8%
NY,Party by gender,1466,Independent women,14%,56%,36%,8%
NY,Ideology,1466,Liberal,35%,88%,8%,4%
NY,Ideology,1466,Moderate,40%,59%,38%,3%
NY,Ideology,1466,Conservative,26%,19%,78%,3%
NY,Marital status,1466,Married,54%,53%,44%,3%
NY,Marital status,1466,Unmarried,46%,66%,30%,4%
NY,Marital status by gender,1466,Married men,28%,47%,49%,4%
NY,Marital status by gender,1466,Married women,26%,60%,38%,2%
NY,Marital status by gender,1466,Unmarried men,18%,N/A,N/A,N/A
NY,Marital status by gender,1466,Unmarried women,28%,74%,23%,3%
NY,White born-again or evangelical Christian?,1466,Yes,12%,N/A,N/A,N/A
NY,White born-again or evangelical Christian?,1466,No,88%,59%,38%,3%
NY,Religion,1466,Protestant,33%,50%,48%,2%
NY,Religion,1466,Catholic,38%,55%,43%,2%
NY,Religion,1466,Jewish,6%,N/A,N/A,N/A
NY,Religion,1466,Another religion,8%,N/A,N/A,N/A
NY,Religion,1466,No religion,15%,N/A,N/A,N/A
NY,How often do you attend religious services?,1466,Weekly or more,31%,N/A,N/A
NY,How often do you attend religious services?,1466,Monthly,15%,N/A,N/A
NY,How often do you attend religious services?,1466,Few times a year,34%,N/A,N/A
NY,How often do you attend religious services?,1466,Never,20%,N/A,N/A
NY,How often do you attend religious services?,1466,Monthly or more,46%,55%,45%,N/A
NY,How often do you attend religious services?,1466,Less often than that,54%,54%,42%,4%
NY,Union household?,1466,Yes,41%,63%,32%,5%
NY,Union household?,1466,No,59%,62%,37%,1%
NY,Served in the U.S. military,1466,Veterans,7%,N/A,N/A,N/A
NY,Served in the U.S. military,1466,Non-veterans,93%,65%,32%,3%
NY,Were you born a U.S. citizen?,1466,Yes,83%,58%,39%,3%
NY,Were you born a U.S. citizen?,1466,No,17%,N/A,N/A,N/A
NY,First-time voter?,1466,Yes,12%,N/A,N/A,N/A
NY,First-time voter?,1466,No,88%,61%,34%,5%
NY,When did you decide presidential vote?,1466,Last few days,12%,N/A,N/A,N/A
NY,When did you decide presidential vote?,1466,Last week,5%,N/A,N/A,N/A
NY,When did you decide presidential vote?,1466,In October,9%,N/A,N/A,N/A
NY,When did you decide presidential vote?,1466,In September,8%,N/A,N/A,N/A
NY,When did you decide presidential vote?,1466,Before September,66%,68%,31%,1%
NY,When did you decide presidential vote?,1466,In the last week,17%,N/A,N/A,N/A
NY,When did you decide presidential vote?,1466,Before that,83%,65%,34%,1%
NY,When did you decide presidential vote?,1466,In the last month,26%,N/A,N/A,N/A
NY,When did you decide presidential vote?,1466,Before that,74%,67%,31%,2%
NY,Opinion of presidential candidate you voted for,1466,Strongly favor ,46%,62%,37%,1%
NY,Opinion of presidential candidate you voted for,1466,Have reservations,30%,N/A,N/A,N/A
NY,Opinion of presidential candidate you voted for,1466,Dislike opponents,22%,N/A,N/A,N/A
NY,Most important issue facing the country,1466,Foreign policy,15%,N/A,N/A,N/A
NY,Most important issue facing the country,1466,Immigration,11%,N/A,N/A,N/A
NY,Most important issue facing the country,1466,Economy,55%,62%,33%,5%
NY,Most important issue facing the country,1466,Terrorism,15%,N/A,N/A,N/A
NY,Which candidate quality mattered most?,1466,Cares about me,18%,68%,27%,5%
NY,Which candidate quality mattered most?,1466,Can bring change,37%,22%,72%,6%
NY,Which candidate quality mattered most?,1466,Right experience,25%,95%,5%,N/A
NY,Which candidate quality mattered most?,1466,Good judgment,18%,90%,7%,3%
NY,Illegal immigrants working in the U.S. should be:,1466,Offered legal status,79%,66%,31%,3%
NY,Illegal immigrants working in the U.S. should be:,1466,Deported to home country,18%,N/A,N/A,N/A
NY,View of U.S. wall along the entire Mexican border,1466,Support,32%,N/A,N/A,N/A
NY,View of U.S. wall along the entire Mexican border,1466,Oppose,65%,91%,6%,3%
NY,Effect of international trade,1466,Creates U.S. jobs,39%,66%,32%,2%
NY,Effect of international trade,1466,Takes away U.S. jobs,46%,42%,56%,2%
NY,Effect of international trade,1466,Does not affect jobs,7%,N/A,N/A,N/A
NY,How is the fight against ISIS going?,1466,Very well,7%,N/A,N/A,N/A
NY,How is the fight against ISIS going?,1466,Somewhat well,40%,90%,9%,1%
NY,How is the fight against ISIS going?,1466,Somewhat badly,27%,N/A,N/A,N/A
NY,How is the fight against ISIS going?,1466,Very badly,23%,N/A,N/A,N/A
NY,How is the fight against ISIS going?,1466,Well,48%,92%,8%,N/A
NY,How is the fight against ISIS going?,1466,Badly,50%,33%,62%,5%
NY,"In your vote, were Supreme Court appointments:",1466,The most important factor,22%,N/A,N/A,N/A
NY,"In your vote, were Supreme Court appointments:",1466,An important factor,46%,48%,48%,4%
NY,"In your vote, were Supreme Court appointments:",1466,A minor factor,14%,N/A,N/A,N/A
NY,"In your vote, were Supreme Court appointments:",1466,Not a factor at all,17%,N/A,N/A,N/A
NY,"In your vote, were Supreme Court appointments:",1466,Important,68%,52%,45%,3%
NY,"In your vote, were Supreme Court appointments:",1466,Not important,31%,N/A,N/A,N/A
NY,Does the country's criminal justice system:,1466,Treat all fairly,43%,28%,70%,2%
NY,Does the country's criminal justice system:,1466,Treat blacks unfairly,49%,79%,18%,3%
NY,View on Obamacare,1466,Did not go far enough,34%,N/A,N/A,N/A
NY,View on Obamacare,1466,Was about right,24%,N/A,N/A,N/A
NY,View on Obamacare,1466,Went too far,39%,18%,78%,4%
NY,Feelings about the federal government,1466,Enthusiastic,9%,N/A,N/A,N/A
NY,Feelings about the federal government,1466,Satisfied,27%,N/A,N/A,N/A
NY,Feelings about the federal government,1466,Dissatisfied,43%,55%,37%,8%
NY,Feelings about the federal government,1466,Angry,21%,N/A,N/A,N/A
NY,Feelings about the federal government,1466,Enthusiastic/Satisfied,36%,89%,11%,N/A
NY,Feelings about the federal government,1466,Dissatisfied/Angry,63%,44%,49%,7%
NY,Opinion of government,1466,Government should do more,60%,72%,24%,4%
NY,Opinion of government,1466,Government doing too much,34%,21%,77%,2%
NY,Opinion of Barack Obama as president,1466,Strongly approve,47%,94%,3%,3%
NY,Opinion of Barack Obama as president,1466,Somewhat approve,19%,N/A,N/A,N/A
NY,Opinion of Barack Obama as president,1466,Somewhat disapprove,13%,N/A,N/A,N/A
NY,Opinion of Barack Obama as president,1466,Strongly disapprove,21%,N/A,N/A,N/A
NY,Opinion of Barack Obama as president,1466,Approve,66%,91%,6%,3%
NY,Opinion of Barack Obama as president,1466,Disapprove,34%,9%,88%,3%
NY,Should the next president:,1466,Continue Obama's policies,39%,93%,7%,N/A
NY,Should the next president:,1466,Be more conservative,37%,17%,79%,4%
NY,Should the next president:,1466,Be more liberal,18%,N/A,N/A,N/A
NY,Opinion of Hillary Clinton,1466,Favorable,57%,97%,3%,N/A
NY,Opinion of Hillary Clinton,1466,Unfavorable,42%,17%,76%,7%
NY,Opinion of Donald Trump,1466,Favorable,28%,N/A,N/A,N/A
NY,Opinion of Donald Trump,1466,Unfavorable,68%,87%,8%,5%
NY,Opinion of Clinton and Trump,1466,Both favorable,2%,N/A,N/A
NY,Opinion of Clinton and Trump,1466,Only Clinton favorable,55%,98%,2%
NY,Opinion of Clinton and Trump,1466,Only Trump favorable,26%,N/A,N/A
NY,Opinion of Clinton and Trump,1466,Both unfavorable,14%,N/A,N/A
NY,Is Hillary Clinton honest and trustworthy?,1466,Yes,41%,100%,N/A,N/A
NY,Is Hillary Clinton honest and trustworthy?,1466,No,54%,27%,65%,8%
NY,Is Donald Trump honest and trustworthy?,1466,Yes,28%,N/A,N/A,N/A
NY,Is Donald Trump honest and trustworthy?,1466,No,70%,81%,14%,5%
NY,Which candidate is honest?,1466,Both are,1%,N/A,N/A
NY,Which candidate is honest?,1466,Only Clinton is,40%,100%,N/A
NY,Which candidate is honest?,1466,Only Trump is,27%,N/A,N/A
NY,Which candidate is honest?,1466,Neither is,28%,N/A,N/A
NY,Is Clinton qualified to serve as president?,1466,Yes,56%,90%,9%,1%
NY,Is Clinton qualified to serve as president?,1466,No,41%,6%,87%,7%
NY,Is Trump qualified to serve as president?,1466,Yes,35%,3%,95%,2%
NY,Is Trump qualified to serve as president?,1466,No,64%,82%,14%,4%
NY,Who is qualified to serve as president?,1466,Both are,3%,N/A,N/A,N/A
NY,Who is qualified to serve as president?,1466,Only Clinton is,53%,94%,5%,1%
NY,Who is qualified to serve as president?,1466,Only Trump is,32%,N/A,N/A,N/A
NY,Who is qualified to serve as president?,1466,Neither is,11%,N/A,N/A,N/A
NY,Does Clinton have the temperament to be president?,1466,Yes,62%,89%,6%,5%
NY,Does Clinton have the temperament to be president?,1466,No,35%,N/A,N/A,N/A
